"mbti","function_pair","type1","type2","type3","type4","majorcount","minorcount","danceability_mean","energy_mean","loudness_mean","mode_mean","speechiness_mean","acousticness_mean","liveness_mean","valence_mean","tempo_mean","instrumentalness_mean","pminor"
"INFP","NF","I","N","F","P",28,22,0.67502,0.6537,-9.5397,0.56,0.0417579999999999,0.14353142,0.11793,0.68614,119.99786,0.0605636897999999,0.44
"INFP","NF","I","N","F","P",28,8,0.574138888888889,0.291353333333333,-15.0638333333333,0.777777777777778,0.0832416666666666,0.72086,0.139041666666667,0.344780555555556,115.727694444444,0.299269058611111,0.222222222222222
"INFP","NF","I","N","F","P",26,24,0.31702,0.09141,-23.85208,0.52,0.048226,0.96286,0.113884,0.15397,89.92172,0.83452694,0.48
"INFP","NF","I","N","F","P",28,22,0.60662,0.5164,-8.32756,0.56,0.095736,0.4726816,0.200854,0.385936,117.01812,0.0244852596,0.44
"INFP","NF","I","N","F","P",35,15,0.59486,0.63202,-5.76022,0.7,0.0706199999999999,0.29550384,0.153352,0.425764,124.31572,0.0127274613999999,0.3
"INFP","NF","I","N","F","P",33,17,0.65376,0.63286,-5.62616,0.66,0.077448,0.4664158,0.183484,0.52768,113.64686,0.0136022723999999,0.34
"INFP","NF","I","N","F","P",14,7,0.524238095238095,0.428095238095238,-9.8192380952381,0.666666666666667,0.0393380952380952,0.493158333333333,0.157157142857143,0.310609523809524,124.884761904762,0.0470790923809523,0.333333333333333
"INFP","NF","I","N","F","P",29,21,0.55934,0.61408,-6.56874,0.58,0.05545,0.2006484,0.160138,0.353182,119.40478,0.061492316,0.42
"INFP","NF","I","N","F","P",30,20,0.65092,0.61996,-7.62846,0.6,0.055792,0.2132426,0.193598,0.57469,110.9011,0.0381257744,0.4
"INFP","NF","I","N","F","P",47,3,0.56796,0.54652,-7.82074,0.94,0.060496,0.3721736,0.146484,0.384102,124.96152,0.0037218869999999,0.06
"INFP","NF","I","N","F","P",37,13,0.53198,0.63958,-6.8577,0.74,0.066676,0.2579557186,0.147712,0.428182,124.28064,0.034321685,0.26
"INFP","NF","I","N","F","P",35,15,0.49396,0.51806,-7.73166,0.7,0.067054,0.398691,0.160912,0.34033,117.59326,0.0222570458,0.3
"INFP","NF","I","N","F","P",18,32,0.782,0.78614,-5.50778,0.36,0.110328,0.1434058,0.187286,0.64886,113.21958,0.0019953552,0.64
"INFP","NF","I","N","F","P",39,11,0.55496,0.58719,-7.8027,0.78,0.051402,0.26547266,0.163516,0.40021,121.35158,0.0831512176,0.22
"INFP","NF","I","N","F","P",26,24,0.265912,0.247482,-16.24112,0.52,0.042588,0.7955828,0.112954,0.088394,114.47698,0.728844051,0.48
"INFP","NF","I","N","F","P",36,14,0.37902,0.2134194,-14.85006,0.72,0.0409039999999999,0.84552,0.142934,0.176054,113.91954,0.202894948,0.28
"INFP","NF","I","N","F","P",30,20,0.52102,0.616394,-7.42614,0.6,0.0586379999999999,0.270493988,0.210634,0.362168,130.5741,0.0833110496,0.4
"INFP","NF","I","N","F","P",34,16,0.58044,0.6563,-7.99498,0.68,0.096152,0.138505608,0.220374,0.422226,135.67188,0.1840258954,0.32
"INFP","NF","I","N","F","P",43,7,0.60042,0.462272,-8.76934,0.86,0.069452,0.4701108,0.15419,0.397164,114.7619,0.0008043309999999,0.14
"INFP","NF","I","N","F","P",25,25,0.56992,0.63832,-8.41272,0.5,0.062326,0.221386822,0.171108,0.535,121.6865,0.1396305414,0.5
"INFP","NF","I","N","F","P",22,6,0.624571428571429,0.658642857142857,-4.52332142857143,0.785714285714286,0.0565428571428571,0.363718928571429,0.176564285714286,0.485642857142857,120.200785714286,0.0002370978571428,0.214285714285714
"INFP","NF","I","N","F","P",30,5,0.513085714285714,0.228817142857143,-13.8329428571429,0.857142857142857,0.0653085714285714,0.793457142857143,0.148422857142857,0.273288571428571,116.982257142857,0.140586420571429,0.142857142857143
"INFP","NF","I","N","F","P",30,8,0.502263157894737,0.485586842105263,-8.90671052631579,0.789473684210526,0.0443026315789473,0.485916263157895,0.122326315789474,0.342021052631579,124.379763157895,0.0890611,0.210526315789474
"INFP","NF","I","N","F","P",31,19,0.58696,0.50978,-7.58054,0.62,0.059612,0.5416771,0.17772,0.427042,113.64368,0.0178940298,0.38
"INFP","NF","I","N","F","P",29,21,0.6436,0.71328,-5.52058,0.58,0.069736,0.135370952,0.219926,0.58492,120.0176,0.0165461014,0.42
"INFP","NF","I","N","F","P",28,22,0.56462,0.6499,-7.95124,0.56,0.04426,0.22567794,0.182376,0.539728,123.78642,0.0879077901999999,0.44
"INFP","NF","I","N","F","P",23,1,0.478833333333333,0.456375,-8.35883333333333,0.958333333333333,0.0347208333333333,0.606583333333333,0.172754166666667,0.352791666666667,113.485708333333,0.0707536833333333,0.0416666666666667
"INFP","NF","I","N","F","P",11,9,0.5869,0.51515,-8.06915,0.55,0.07568,0.383283,0.155675,0.417375,119.86665,0.087369196,0.45
"INFP","NF","I","N","F","P",16,15,0.586096774193548,0.573258064516129,-8.04409677419355,0.516129032258065,0.0750387096774193,0.336821774193548,0.162616129032258,0.404577419354839,120.906258064516,0.0244112174193548,0.483870967741935
"INFP","NF","I","N","F","P",33,17,0.63424,0.71312,-6.25312,0.66,0.090166,0.19060082,0.191746,0.54764,134.5047,0.0786638438,0.34
"INFP","NF","I","N","F","P",36,14,0.57184,0.58038,-7.7151,0.72,0.058514,0.33741492,0.156456,0.389894,122.16224,0.0341289394,0.28
"INFP","NF","I","N","F","P",19,10,0.508965517241379,0.498896551724138,-9.93248275862069,0.655172413793103,0.0715310344827586,0.386424137931035,0.153841379310345,0.287068965517241,119.845965517241,0.0631742793103448,0.344827586206897
"INFP","NF","I","N","F","P",39,11,0.5035,0.566,-8.32024,0.78,0.042488,0.257215878,0.189936,0.481198,124.73504,0.0563693278,0.22
"INFP","NF","I","N","F","P",39,11,0.57994,0.564528,-7.91252,0.78,0.0463499999999999,0.395842822,0.146226,0.42968,125.28608,0.0386553751999999,0.22
"INFP","NF","I","N","F","P",25,25,0.6071,0.62194,-6.62772,0.5,0.065358,0.26673562,0.219072,0.457024,122.40286,0.0118290643999999,0.5
"INFP","NF","I","N","F","P",30,20,0.61266,0.70962,-4.86336,0.6,0.07756,0.17427868,0.14715,0.49872,123.18956,0.000306243,0.4
"INFP","NF","I","N","F","P",24,8,0.5235,0.51605625,-9.51034375,0.75,0.058434375,0.42073216875,0.163565625,0.336771875,126.9839375,0.1410837259375,0.25
"INFP","NF","I","N","F","P",30,20,0.60382,0.62052,-5.08542,0.6,0.0852319999999999,0.461359,0.155976,0.449188,116.31458,0.0003236154,0.4
"INFP","NF","I","N","F","P",24,26,0.67192,0.8308,-3.75134,0.48,0.103862,0.11311286,0.175638,0.57192,120.32438,0.0043364238,0.52
"INFP","NF","I","N","F","P",26,5,0.574645161290323,0.550451612903226,-6.20987096774194,0.838709677419355,0.0449709677419354,0.424846129032258,0.173912903225806,0.397883870967742,119.197129032258,0.0106827954838709,0.161290322580645
"INFP","NF","I","N","F","P",12,15,0.585407407407407,0.539,-7.626,0.444444444444444,0.0927185185185185,0.289525555555555,0.143425925925926,0.371137037037037,117.528555555556,0.014956217037037,0.555555555555556
"INFP","NF","I","N","F","P",16,5,0.609238095238095,0.523285714285714,-8.09914285714286,0.761904761904762,0.0522095238095238,0.478938095238095,0.195014285714286,0.517761904761905,116.653428571429,0.0396411457142857,0.238095238095238
"INFP","NF","I","N","F","P",15,7,0.538318181818182,0.473363636363636,-9.54222727272727,0.681818181818182,0.0628999999999999,0.504103181818182,0.171081818181818,0.359090909090909,123.208636363636,0.0788219813636363,0.318181818181818
"INFP","NF","I","N","F","P",37,13,0.63174,0.409356,-9.084,0.74,0.074106,0.564242,0.158446,0.448658,110.62046,0.083900977,0.26
"INFP","NF","I","N","F","P",24,26,0.64498,0.8137,-4.0242,0.48,0.104798,0.0779696399999999,0.180578,0.51446,128.28046,0.0181767434,0.52
"INFP","NF","I","N","F","P",39,11,0.51952,0.56556,-7.21502,0.78,0.0418519999999999,0.3078136,0.16368,0.392902,117.29018,0.0252058825999999,0.22
"INFP","NF","I","N","F","P",33,17,0.49666,0.65096,-7.28214,0.66,0.076504,0.204690222,0.214032,0.392896,125.8505,0.1006213222,0.34
"INFP","NF","I","N","F","P",22,28,0.56634,0.62248,-7.33888,0.44,0.049304,0.12346149,0.161338,0.349212,112.50804,0.0576257649999999,0.56
"INFP","NF","I","N","F","P",37,13,0.55092,0.534242,-8.30648,0.74,0.049976,0.450214226,0.152096,0.42406,119.05904,0.0197599094,0.26
"INFP","NF","I","N","F","P",25,25,0.70308,0.7981,-3.71144,0.5,0.100892,0.1225637,0.16901,0.65706,120.6284,0.00051176,0.5
"INFP","NF","I","N","F","P",6,6,0.578166666666667,0.525166666666667,-7.65058333333333,0.5,0.0397083333333333,0.437366666666667,0.181225,0.415583333333333,123.28175,0.0141275975,0.5
"INFP","NF","I","N","F","P",15,5,0.574,0.54135,-9.17,0.75,0.049845,0.3510495,0.18371,0.479,124.17725,0.1477841765,0.25
"INFP","NF","I","N","F","P",15,5,0.574,0.54135,-9.17,0.75,0.049845,0.3510495,0.18371,0.479,124.17725,0.1477841765,0.25
"INFP","NF","I","N","F","P",38,12,0.52904,0.6012,-8.75636,0.76,0.0551959999999999,0.3182642044,0.153032,0.45873,123.96848,0.1899481782,0.24
"INFP","NF","I","N","F","P",34,9,0.637418604651163,0.527279069767442,-7.47874418604651,0.790697674418605,0.0612976744186046,0.421446511627907,0.178232558139535,0.416351162790698,112.989860465116,0.005273116744186,0.209302325581395
"INFP","NF","I","N","F","P",36,8,0.508045454545455,0.52475,-7.921,0.818181818181818,0.0443113636363636,0.341678352954545,0.188825,0.375588636363636,121.921681818182,0.0918836540909091,0.181818181818182
"INFP","NF","I","N","F","P",24,26,0.59486,0.566622,-7.44794,0.48,0.072618,0.3359967,0.147632,0.478986,120.62464,0.0569813853999999,0.52
"INFP","NF","I","N","F","P",10,8,0.611,0.721833333333333,-6.16477777777778,0.555555555555556,0.0832444444444444,0.169702722222222,0.218844444444444,0.490944444444445,124.912444444444,0.207299577777778,0.444444444444444
"INFP","NF","I","N","F","P",39,11,0.53836,0.5203718,-8.78684,0.78,0.048796,0.3906157,0.144768,0.369572,116.94292,0.0807151617999999,0.22
"INFP","NF","I","N","F","P",18,15,0.668424242424242,0.670393939393939,-6.22593939393939,0.545454545454545,0.102854545454545,0.172494545454545,0.166557575757576,0.52880303030303,117.762878787879,0.0144884,0.454545454545455
"INFP","NF","I","N","F","P",12,9,0.496285714285714,0.594428571428571,-7.00442857142857,0.571428571428571,0.0632571428571428,0.276429047619048,0.157328571428571,0.317514285714286,125.36080952381,0.0089767004761904,0.428571428571429
"INFP","NF","I","N","F","P",41,9,0.53804,0.49957,-9.03334,0.82,0.059324,0.404754368,0.17014,0.375842,120.89322,0.0992691964,0.18
